area_type,availability,location,size,society,total_sqft,bath,balcony,price
2,Unavailable ,Electronic City Phase II,3,Sryalan,1320,2,1,38.13
6,Ready To Move,Sarjapur  Road,3,Shthi S,1270,2,0,40.72
2,Ready To Move,7th Phase JP Nagar,2,u,1000,2,1,61
6,Ready To Move,Budigere,3,PrityTr,1820,3,2,85.4
6,Ready To Move,Bisuvanahalli,3,Prityel,1075,2,1,41
10,Unavailable ,TC Palaya,3,u,1500,3,0,83
6,Ready To Move,Electronics City Phase 1,1,u,360,1,0,16.9
6,Ready To Move,Kadugodi,1,RatatHa,840,1,0,40.7
6,Unavailable ,Electronic City,2,KonteiT,1140,2,1,70.93
6,Unavailable ,Chennammana Kere,2,u,1145,2,2,58.4
6,Ready To Move,RMV Extension Stage 2,3,u,1862,3,3,120
6,Ready To Move, Devarachikkanahalli,2,u,947,2,2,43
2,Ready To Move,Langford Town,4,u,7502.45,4,2,211
10,Ready To Move,Chandra Layout,3,u,700,3,2,195
6,Ready To Move,Kalena Agrahara,2,u,1120,2,2,40
2,Ready To Move,Sadanand Nagar,3,u,2700,3,3,200
6,Ready To Move,Kaggadasapura,3,Matlelp,1805,2,2,75
6,Ready To Move,Basavangudi,2,u,1100,2,3,93
10,Ready To Move,Bommenahalli,4,Prana S,1355,3,0,135
2,Unavailable ,"Whietfield, ",3,u,1677,3,2,98
2,Ready To Move,Hosapalya,8,u,2500,8,3,95
6,Ready To Move,Uttarahalli,3,u,1560,3,3,74
6,Ready To Move,Arekere,3,u,2060,3,2,150
6,Ready To Move,Koramangala,3,KHage G,1716,2,0,115
6,Ready To Move,Harlur,3,u,1864,3,1,140
2,Ready To Move,Electronics City Phase 1,1,u,638,1,1,32
10,Ready To Move,Sidedahalli,9,u,1200,7,3,95
6,Ready To Move,Kodigehalli,8,u,1150,9,0,170
6,Unavailable ,Chandapura,2,AMAKS O,937,2,1,30
2,Ready To Move,Hennur Gardens,3,PlhtsHe,1490,2,1,115
6,Ready To Move,Frazer Town,4,Meentan,4856,5,3,410
10,Ready To Move,Whitefield,4,Chllea ,4003,6,1,525
6,Unavailable ,Whitefield,2,SVineun,1100,2,1,37
6,Ready To Move,Thigalarapalya,2,Saowsi ,1000,2,2,48.53
6,Ready To Move,Horamavu Agara,2,u,1060,2,1,37
6,Ready To Move,Kundalahalli,2,Dieldli,1047,2,1,91
2,Ready To Move,Basaveshwara Nagar,2,u,1200,2,2,80
6,Ready To Move,Akshaya Nagar,3,DLhtsnd,1420,2,2,75
6,Ready To Move,Sarjapur  Road,3,CoLeoen,1539,3,0,85
6,Ready To Move,Tejaswini Nagar,3,Dhndsh ,1550,3,1,59
6,Ready To Move,Kasavanhalli,3,u,1555,3,3,82
10,Ready To Move,BTM Layout 1stage 9th Main,7,u,600,6,2,138
6,Ready To Move,Seegehalli,3,Srandir,1553,3,3,68
6,Ready To Move,Electronic City Phase II,2,Rie 2ri,920,2,2,26
6,Ready To Move,Jeevan bima nagar,3,Lancysi,1740,3,3,120
6,Ready To Move,OMBR Layout,3,u,1855,3,2,145
6,Unavailable ,Kundalahalli,3,Dieldli,1724,3,1,146
6,Ready To Move,B Narayanapura,2,Inentva,1020,2,2,60
10,Ready To Move,Banaswadi,6,u,1000,4,2,150
6,Ready To Move,Uttarahalli,3,u,1250,2,1,50
6,Ready To Move,Sanjay nagar,3,u,1450,3,2,75
6,Ready To Move,Thubarahalli,2,ShdhiSa,1200,2,2,80
2,Ready To Move,Haralur Road,2,Siows M,1140,2,2,58
10,Ready To Move,Hoskote,5,u,900,5,2,110
6,Ready To Move,Basava Nagar,1,SLionan,550,1,1,16
6,Unavailable ,Bannerghatta Road,3,SNillin,1450,3,1,44
10,Immediate Possession,Jigani,0,S2enste,1500,0,0,25.49
6,Unavailable ,Kanakpura Road,2,PrarePa,700,2,1,35.07
10,Unavailable ,Whitefield,3,u,1200,3,1,56
6,Ready To Move,Yelahanka,2,Apows M,1050,2,1,45
6,Ready To Move,Somasundara Palya,3,u,1600,3,3,69
6,Ready To Move,Bannerghatta Road,3,u,1625,2,3,75
6,Ready To Move,Volagerekallahalli,2,AszarAl,1492,2,2,65
6,Unavailable ,Whitefield,4,Prtates,2830,5,0,157.5
6,Ready To Move,Sarjapur  Road,3,CoLeoen,1489,2,3,82
6,Ready To Move,Kanakapura,3,u,1560,2,2,62.38
6,Ready To Move,Haralur Road,2,RInceeg,1140,2,2,42
6,Ready To Move,Lavakusha Nagar,3,Vanusn ,1431,3,2,65
6,Ready To Move,Lingadheeranahalli,3,Soiewre,1682,3,1,114
6,Unavailable ,Panathur,2,Prcesvy,1198,2,1,86.26
10,Unavailable ,Outer Ring Road East,3,PrstaTe,3664,3,2,325
6,Ready To Move,Sarjapur  Road,3,SJityaz,1550,2,2,69.75
6,Ready To Move,Kodichikkanahalli,2,u,1026,2,1,45
2,Ready To Move,Hennur,3,u,1260,2,2,52
10,Ready To Move,Singanayakanahalli,2,u,690,2,0,42
6,Ready To Move,Sarjapur  Road,1,Ahriaup,539,1,1,45
2,Ready To Move,Sarakki Nagar,4,u,1200,4,1,85
2,Ready To Move,Attibele,3,u,2400,3,3,120
6,Ready To Move,Thubarahalli,2,ShdhiSa,1200,2,2,79.55
10,Ready To Move,Kundalahalli,4,u,2500,5,2,350
6,Ready To Move,Sarjapur  Road,3,MJinele,1186,2,2,40
6,Ready To Move,Thanisandra,2,SLityee,1039,2,2,39.5
10,Ready To Move,Mahalakshmi Puram,4,u,1500,5,3,233
10,Ready To Move,Gottigere,5,u,1500,4,1,100
6,Ready To Move,Malleshwaram,3,Maionra,2520,3,2,150
2,Ready To Move,Brookefield,2,Roeekbl,1225,2,2,66.5
2,Ready To Move,Bommanahalli,2,BlibuMa,1350,2,2,72
6,Ready To Move,Vittal Mallya Road,2,Pontspa,1030,2,2,300
2,Ready To Move,Whitefield,3,u,1550,2,2,49.6
6,Ready To Move,Hoodi,3,u,1490,3,2,79
6,Ready To Move,Brindavan Nagar,3,Mancy R,1520,3,2,111
10,Ready To Move,Whitefield,4,Adowslm,4100,4,0,550
2,Ready To Move,Dena Bank Colony,3,Aliewe ,1391,2,3,64.5
6,Ready To Move,Rachenahalli,2,Paentta,1200,2,2,50
10,Ready To Move,Kadabagere,4,u,1200,4,2,86
10,Ready To Move,1st Block HBR Layout,5,u,2500,6,3,500
6,Ready To Move,Yelahanka,2,PuziaVe,1322,2,2,80
6,Unavailable ,Whitefield,3,Goted U,2173,3,2,128
6,Ready To Move,Sarjapur  Road,2,AbiewLa,1200,2,2,75
6,Ready To Move,Thubarahalli,2,u,1200,2,2,47
6,Ready To Move,Mysore Road,2,u,1170,2,2,65
6,Unavailable ,NRI Layout,2,u,1125,2,2,45.56
6,Unavailable ,Devanahalli,1,Sabixtt,655,1,0,28.57
6,Ready To Move,Seetharampalya,2,ArierPr,1250,2,2,90
6,Unavailable ,Chandapura,2,SuVue S,1025,2,2,27.68
6,Ready To Move,Yelahanka,3,u,1075,2,2,36
6,Ready To Move,High grounds,3,u,1900,2,2,190
2,Ready To Move,Whitefield,3,JahanSa,1435,3,2,45
6,Unavailable ,Electronics City Phase 1,2,Shitt S,1175,2,2,64.98
6,Ready To Move,KUDLU MAIN ROAD,3,u,1464,3,2,56
2,Ready To Move,Doddabidrakallu,2,Lants A,900,2,1,33
6,Ready To Move,Electronics City Phase 1,1,u,585,1,1,21
10,Ready To Move,Jigani,4,Prllasw,3170,5,2,230
6,Unavailable ,Shanti Nagar,3,UbreeAn,1602,2,1,170
6,Ready To Move,Thanisandra,2,MenueNo,1220,2,2,42
6,Ready To Move,Rajaji Nagar,3,PhestOn,2500,3,3,350
6,Ready To Move,Sarjapur  Road,3,Adeatlm,2145,3,3,180
6,Ready To Move,Bannerghatta Road,2,SNity S,960,2,3,58
6,Ready To Move,NGR Layout,1,DSestre,907,1,1,38
6,Ready To Move,Old Madras Road,2,Brglede,1210,2,1,74
10,Ready To Move,Kammanahalli,4,u,900,4,1,150
6,Ready To Move,Jnana Ganga Nagar,2,SLestde,1230,2,2,70
6,Ready To Move,5th Phase JP Nagar,3,MBaleRo,1350,2,1,75
6,Ready To Move,Kenchenahalli,2,Unateit,1150,2,2,58
6,Unavailable ,Sarjapur,3,CLdiaAr,1404,2,0,53.35
6,Ready To Move,OMBR Layout,2,u,1050,2,3,48
10,Ready To Move,Kothanur,8,u,1020,10,0,155
6,Ready To Move,Yelahanka,2,Hotat H,1285,2,2,56
6,Ready To Move,Hormavu,2,ARureig,1018,2,1,50.8
10,Ready To Move,Hoskote,3,u,1200,3,2,57
6,Ready To Move,Sarjapur  Road,2,u,1115,2,2,50
6,Ready To Move,Ejipura,3,DSidsrc,1600,3,3,95
6,Unavailable ,9th Phase JP Nagar,2,Vasisvi,1480,2,1,80
2,Ready To Move,Kodichikkanahalli,5,u,2500,7,0,125
2,Ready To Move,Kaval Byrasandra,1,u,480,1,1,25
6,Ready To Move,Akshaya Nagar,3,Madgeer,1435,3,3,53
2,Ready To Move,Lingarajapuram,1,u,450,1,2,60
6,Ready To Move,Austin Town,1,u,600,2,0,23
6,Ready To Move,CV Raman Nagar,3,Chhamku,1590,2,3,85
10,Immediate Possession,Hoskote,0,SJowsn ,800,0,0,28.545
2,Ready To Move,Nagavara,2,u,936,2,0,40.2
6,Ready To Move,Banashankari,2,u,1181,2,1,75
6,Unavailable ,Kengeri,3,Liwerun,1741,3,2,80
6,Unavailable ,JP Nagar,3,Shestut,1750,3,1,123
6,Ready To Move,Varthur Road,2,u,1050,2,2,42.7
6,Unavailable ,Tumkur Road,2,Sahtsva,1027,2,1,60
2,Ready To Move,Geleyara Balaga Layout,2,Jahtsa ,596,2,1,22
2,Ready To Move,Dollar Scheme Colony,4,Vacesi ,3463,6,0,310
2,Ready To Move,Sector 2 HSR Layout,3,u,1600,3,2,70
6,Unavailable ,Hebbal,4,Raard B,2790,5,3,198
6,Ready To Move,Sahakara Nagar,2,ArrdsOr,1000,2,1,60
6,Unavailable ,Varthur,2,Muistry,1120,2,2,44.24
10,Ready To Move,Jinkethimmanahalli,2,u,1200,2,0,85
6,Unavailable ,Kothnoor Dinne,2,u,1200,2,2,35
6,Ready To Move,Kasturi Nagar,3,GoratAr,1570,3,2,110
6,Ready To Move,Koramangala,3,Ansna K,1500,3,1,135
2,Ready To Move,Frazer Town,2,Elrisnt,1315,2,2,140
6,Unavailable ,Electronic City Phase II,2,Sryalan,1140,2,1,33.84
6,Ready To Move,Banashankari,2,Goeesem,1105,2,2,90
2,Unavailable ,Electronic City,2,u,1200,2,1,34.65
6,Unavailable ,Whitefield,1,Prtates,905,1,1,62
10,Ready To Move,HSR Layout,4,u,2400,4,0,350
6,Ready To Move,Kudlu Gate,2,SReafin,1185,2,1,50
6,Ready To Move,Koramangala,2,u,1083,2,1,100
6,Ready To Move,Rayasandra,3,Amlisai,1458,3,2,60
6,Ready To Move,Hormavu,3,Undraro,1555,3,2,75
2,Ready To Move,Devi Nagar,2,Deiten ,1200,2,2,45
6,Ready To Move,Sarjapur  Road,2,SJityaz,1308,2,1,58.86
6,Ready To Move,Kudlu,2,Srrnasa,1024,2,2,44
6,Ready To Move,Parappana Agrahara,2,Peide L,1194,2,2,47
6,Ready To Move,Kanakapura,3,u,1450,3,1,75
6,Ready To Move,Seegehalli,3,Niowshi,1639,3,3,120
6,Unavailable ,Whitefield,3,VaiteEx,1870,3,2,138
6,Unavailable ,Hennur Road,2,Puachal,1232,2,1,87
6,Ready To Move,Kasavanhalli,3,Salisal,1719,3,1,184
6,Unavailable ,Chandapura,2,SunceEs,975,2,1,24.86
6,Ready To Move,New Gurappana Palya,3,u,2000,4,0,130
6,Ready To Move,Jakkur,2,BrdgeNo,1230,2,1,79
10,Ready To Move,Guddadahalli,4,u,1350,4,2,140
6,Ready To Move,KR Puram,2,u,1076,2,2,67
2,Ready To Move,Kumaraswami Layout,7,u,2400,7,1,125
6,Ready To Move,Vasanthpura,3,u,995,2,2,34.82
6,Ready To Move,Kodigehaali,3,Leeno S,2120,3,2,177
10,Ready To Move,Kasthuri Nagar East Of NGEF,6,u,2400,7,0,460
10,Ready To Move,Chikka Gowdanapalya.,6,u,850,6,2,78
6,Ready To Move,Electronic City,2,SraveSL,1096,2,2,40.55
6,Ready To Move,Horamavu Agara,2,Maows M,1107.83,2,1,41.51
2,Ready To Move,Chamrajpet,1,u,505,1,0,85
6,Ready To Move,Sarjapur  Road,2,Adeatlm,1320,2,2,115
6,Unavailable ,8th Phase JP Nagar,3,Vaarech,1408,3,0,72.02
6,Unavailable ,Whitefield,2,BrlisCo,1320,2,1,99.26
6,Ready To Move,Whitefield,3,Haestt ,2901,4,2,190
2,Ready To Move,GM Palaya,3,Scsta V,1315,2,2,65
6,Ready To Move,VGP Layout,2,Manha M,1000,2,1,44
6,Ready To Move,Hosakerehalli,3,APncyla,1596,3,3,79.8
6,Ready To Move,Bannerghatta Road,3,Hiate F,1750,3,0,130
10,Ready To Move,Whitefield,4,Prrry M,2403,4,2,270
6,Unavailable ,Old Madras Road,3,Shmes O,1350,3,2,47.25
6,Ready To Move,Old Madras Road,4,Saciatt,4050,0,0,341
6,Unavailable ,"TR Mill Road, Chamarajpet",2,u,1175,2,2,79
6,Ready To Move,Talaghattapura,2,u,921,2,1,29.47
2,Ready To Move,Malleshwaram,4,u,4000,4,2,1100
6,Ready To Move,Sultan Palaya,3,Vaaldak,1713,3,3,125
2,Ready To Move,Ittamadu,2,Arnts A,1200,2,0,43
2,Ready To Move,8th Phase JP Nagar,3,u,1900,4,1,90
6,Ready To Move,Kudlu Gate,3,u,1664,3,2,68
6,Unavailable ,Binny Pete,3,She 2rk,1795,3,2,139
2,Ready To Move,Kereguddadahalli,1,Inave R,600,1,1,19.5
2,Ready To Move,Hoodi,2,u,1240,2,3,65
6,Ready To Move,Hegde Nagar,3,SoitaCa,1965,4,2,132
10,Ready To Move,Vishveshwarya Layout,3,u,600,4,0,99
10,Ready To Move,Sarjapur,4,u,4111,4,1,370
6,Unavailable ,Electronics City Phase 1,2,Shitt S,1200,2,2,59.76
6,Ready To Move,Ganga Nagar,2,u,1112,2,3,68
2,Ready To Move,Raja Rajeshwari Nagar,3,u,3000,3,2,60
6,Ready To Move,Mahadevpura,2,u,1136,2,3,64.5
6,Ready To Move,Jigani,2,DLhtsan,914,2,2,55
6,Ready To Move,Poorna Pragna Layout,3,u,1270,2,1,50.79
6,Ready To Move,Rachenahalli,2,u,1050,2,2,47.25
6,Ready To Move,Marathahalli,3,u,1385,2,2,68.5
6,Ready To Move,Medahalli,2,u,990,2,3,35
2,Ready To Move,Yelahanka,2,u,845,2,2,43
6,Unavailable ,Whitefield,2,Goted U,1485,2,1,96.51
6,Ready To Move,Kanakapura,3,SPavenc,1460,2,3,43.79
6,Ready To Move,Thanisandra,2,TNrdet ,1450,2,1,57
2,Ready To Move,HSR Layout,3,B ncysi,1360,2,1,53
2,Ready To Move,Singasandra,2,u,1375,2,3,58
6,Ready To Move,Uttarahalli,2,Aklia R,1125,2,1,48
6,Ready To Move,Banashankari,1,u,720,1,1,60
6,Ready To Move,7th Phase JP Nagar,3,Brnia G,1460,2,2,100
2,Ready To Move,Green View Layout,2,Makeser,1107,2,2,40
2,Ready To Move,Maruthi Nagar,2,u,1158,2,3,75
6,Ready To Move,Yelachenahalli,2,u,800,1,1,30
10,Ready To Move,Sector 2 HSR Layout,9,NCdgerj,600,9,0,90
6,Ready To Move,Bhoganhalli,3,Pride S,1760,3,2,128
10,Ready To Move,Nandi Hills,4,u,3200,4,2,200
10,Unavailable ,HAL 2nd Stage,2,u,600,3,2,145
2,Ready To Move,TC Palaya,3,u,1350,3,1,60
10,Ready To Move,Giri Nagar,6,u,600,6,3,100
2,Unavailable ,Huskur,2,u,1125,2,1,32.49
6,Ready To Move,Frazer Town,3,u,1706,3,3,154
6,Ready To Move,BTM Layout,3,PancyPr,1600,3,2,112
6,Ready To Move,Ramesh Nagar,2,u,1200,2,0,90
6,Ready To Move,Whitefield,3,Gotis A,1755,3,3,101
6,Ready To Move,Hulimavu,2,Chtali ,1200,2,1,50
6,Ready To Move,BEML Layout,2,u,1200,2,2,67
6,Ready To Move,Chokkanahalli,2,GrhtiSr,1266.67,2,0,69
6,Ready To Move,Kariyammana Agrahara,3,u,1800,3,2,90
10,Ready To Move,Sector 7 HSR Layout,3,u,1200,4,1,275
6,Unavailable ,2nd Phase Judicial Layout,3,u,1300,3,2,64
10,Ready To Move,Nirman Layout,3,u,800,3,3,60
10,Ready To Move,Whitefield,4,Pronege,4800,5,2,550
6,Unavailable ,Mysore Road,2,Brama P,942,2,0,50.855
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1128,2,2,40
10,Ready To Move,NS Palya,2,u,2000,2,1,160
6,Unavailable ,Panathur,2,u,1210,2,1,80
6,Unavailable ,Arekere,4,RRnumn ,2710,6,2,142
6,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1151,2,2,39
6,Unavailable ,Rajaji Nagar,5,u,7500,8,3,1700
6,Ready To Move,HOSUR MAIN ROAD,3,u,1464,3,2,56
6,Ready To Move,Electronic City,2,SriewGr,1017,2,2,27
2,Ready To Move,Sarjapur  Road,2,Srncy R,920,2,1,40
10,Ready To Move,HRBR Layout,4,u,1200,3,1,180
10,Ready To Move,Nyanappana Halli,5,u,1000,5,2,140
6,Ready To Move,Munnekollal,3,DSalehn,1750,3,3,86.5
2,Ready To Move,Dasanapura,2,Tavenew,1163,2,1,65
6,Ready To Move,7th Phase JP Nagar,3,Brnia G,1650,3,3,110
6,Ready To Move,Kundalahalli Colony,3,Goourta,1800,3,3,95
6,Ready To Move,CV Raman Nagar,2,RatraNa,1100,2,1,58
2,Ready To Move,R.T. Nagar,2,u,1200,2,2,60
6,Ready To Move,Ganga Nagar,3,PSdenGa,1410,3,2,65
6,Unavailable ,Begur Road,3,u,1933,3,2,98
6,Ready To Move,Begur Road,2,Dhalsh ,1200,2,2,45.6
6,Ready To Move,Whitefield,3,BMttaor,1608,2,3,63
10,Ready To Move,Jakkasandra Extension,4,u,2679,5,2,280
6,Ready To Move,Horamavu Banaswadi,2,u,1156,2,2,46.9
10,Unavailable ,T.C PALYA,2,u,1230,2,0,75
6,Ready To Move,Kasavanhalli,1,Srire S,770,1,1,43.82
6,Ready To Move,Ardendale,3,SoystAm,1777.26,3,2,105
6,Ready To Move,Kanakpura Road,2,PuandHi,1339,2,2,85
2,Unavailable ,Sarjapur  Road,3,u,3044,3,2,183
2,Ready To Move,Chennappa Layout,2,Mawerer,1080,2,2,44.8
7,Ready To Move,Doddabommasandra,8,u,3150,5,2,145
10,Ready To Move,Nagadevanahalli,2,u,2400,2,2,135
2,Ready To Move,Hulimavu,3,Srise P,1450,3,3,72
6,Unavailable ,Kothanur,2,u,1075,2,2,53
6,Ready To Move,Sarjapur  Road,3,MJinele,1163,2,2,62
2,Ready To Move,TC Palaya,2,u,1200,2,0,65
10,Ready To Move,Kattigenahalli,8,u,1200,8,1,135
10,Ready To Move,Marathahalli,4,u,3090,4,0,325
2,Ready To Move,Hebbal,2,Prersis,1299,2,1,100
2,Unavailable ,Electronic City,2,u,1130,2,1,32.63
6,Ready To Move,HRBR Layout,2,u,1170,2,2,75
6,Unavailable ,JP Nagar,3,Shestut,1750,0,0,152
6,Ready To Move,Yelahanka,4,NCs 2rj,2600,4,3,175
6,Ready To Move,KR Puram,2,LVniaar,1140,2,1,43.32
6,Ready To Move,Kanakpura Road,3,Goelsn ,1900,3,3,125
2,Unavailable ,Bommasandra Industrial Area,2,u,1090,2,1,31.48
6,Ready To Move,Electronic City,2,YCnce R,1110,2,1,39.95
6,Unavailable ,Nagavarapalya,1,PuonsSe,705,1,1,57
6,Ready To Move,HBR Layout,2,Visom B,1089,2,1,60
10,Ready To Move,tc.palya,2,u,880,2,1,48
2,Ready To Move,Kereguddadahalli,2,Jaood G,1080,2,2,32
6,Unavailable ,Thanisandra,2,Bhmesy ,1093,2,1,68.1
6,Unavailable ,Banashankari Stage III,3,u,1480,3,1,75.48
6,Ready To Move,Hegde Nagar,3,Soiniy ,1703,3,2,125
6,Ready To Move,Hebbal,2,Srntsha,1200,2,1,60
6,Ready To Move,Marathahalli,3,Asintas,1690,3,2,116
6,Ready To Move,Yelahanka,2,Shana S,1305,2,1,78
6,Unavailable ,Talaghattapura,3,u,1257,2,2,40.22
6,Ready To Move,Subash Nagar,2,u,1150,2,2,45
6,Ready To Move,Stage-4 Bommanahalli,2,Pantsce,1194,2,0,55
2,Ready To Move,Chokkahalli,3,u,2000,3,1,90
10,Ready To Move,Anekal,3,u,1500,4,1,99
2,Ready To Move,Bellari Road,2,u,1025,2,0,42.5
2,Ready To Move,Horamavu Agara,2,u,980,2,1,38.19
10,Ready To Move,Hosakerehalli,3,u,1200,2,1,100
6,Ready To Move,Whitefield,3,UKe 2nz,2225,3,1,149
6,Ready To Move,Ashirvad Colony,2,Oce 1nd,1022,2,2,57
10,Ready To Move,Sidedahalli,4,u,882,3,0,72
2,Ready To Move,Narayanapura,2,Shsom B,1153,2,2,45
6,Ready To Move,Pai Layout,2,u,1175,2,2,60
2,Ready To Move,Vidyaranyapura,3,Suent A,1560,3,3,68
2,Ready To Move,Yelahanka New Town,1,u,650,1,1,17
10,Ready To Move,Vishwapriya Nagar,3,u,600,3,2,65
6,Ready To Move,Billekahalli,2,BancyRe,1350,3,2,55
10,Ready To Move,Akshya Nagar,2,u,1200,2,1,76
6,Ready To Move,Telecom Layout,2,u,1200,1,1,54
6,Ready To Move,Chandapura,2,Arhid O,800,2,1,25
6,Unavailable ,Electronic City,4,KonteiT,2093,4,1,104
6,Unavailable ,Uttarahalli,3,u,1320,2,2,55.44
6,Ready To Move,Bannerghatta Road,2,SNity S,1275,2,1,73
6,Ready To Move,Begur Road,2,Dhalsh ,1215,2,2,43.13
6,Ready To Move,Kanakapura,2,u,1130,2,1,45.2
6,Ready To Move,Begur Road,3,MJilayl,1444,2,2,71.5
6,Ready To Move,Vikram Nagar,2,Ranorar,950,2,2,38
6,Ready To Move,Padmanabhanagar,2,u,1000,1,0,90
6,Ready To Move,Banashankari Stage II,3,u,1240,2,2,59.52
10,Ready To Move,2nd Stage Nagarbhavi,4,u,600,4,2,125
6,Ready To Move,Hennur,2,Adity T,1231,2,2,50
6,Ready To Move,Benson Town,2,u,1300,2,1,120
6,Unavailable ,Yeshwanthpur,3,Aroomba,1713,3,2,110
6,Ready To Move,Kogilu,2,u,1200,2,1,53.33
2,Ready To Move,Sarjapur  Road,3,AztheBr,3004,4,0,158
2,Ready To Move,Sonnenahalli,3,DSgam S,1310,2,0,46
6,Ready To Move,Jalahalli,2,Kuownri,790,2,1,49.5
6,Ready To Move,Koramangala,3,Proodt ,1744,3,1,200
6,Ready To Move,Amblipura,3,u,1605,3,2,100
6,Ready To Move,Whitefield,2,Gotis A,1250,2,2,82
6,Ready To Move,Malleshwaram,3,Sariaat,2476,3,3,337
2,Ready To Move,Subramanyapura,3,Mayne A,1260,2,2,76
6,Unavailable ,Rajaji Nagar,3,ProdsWe,1615,3,1,175
6,Ready To Move,Yelahanka,2,u,1180,2,1,56
6,Ready To Move,Uttarahalli,3,u,1255,2,2,50.19
6,Ready To Move,Electronic City,2,GMown E,1025,2,1,53.9
6,Ready To Move,Sarjapur  Road,3,Puallhi,1877,4,2,150
2,Ready To Move,Lakshminarayana Pura,3,RothaVa,1649,3,2,150
10,Ready To Move,5th Block Hbr Layout,9,u,2600,12,0,675
2,Ready To Move,Hennur,5,u,2500,5,2,125
2,Ready To Move,Doddakammanahalli,3,u,1542,3,2,98
6,Ready To Move,Thigalarapalya,2,Prtanha,1418,2,2,105
2,Ready To Move,Sarvabhouma Nagar,2,BhncyRe,1012,2,0,42
10,Ready To Move,Chandapura,2,u,1200,2,1,65
6,Ready To Move,Sarjapur  Road,2,u,1115,2,2,43
6,Ready To Move,Green Glen Layout,3,VVbhion,1680,4,3,95
6,Ready To Move,Old Madras Road,2,Saesttt,1171,2,2,72
6,Ready To Move,Tumkur Road,2,Sahtsva,1027,2,1,68.62
6,Ready To Move,Shampura,3,u,1700,3,3,75
6,Ready To Move,Kanakapura,2,SPavenc,1090,2,2,38.15
6,Unavailable ,Hennur Road,2,Puachal,1232,2,1,74
6,Ready To Move,Anekal,2,u,766,2,2,28
10,Ready To Move,Banashankari Stage III,5,u,1200,5,0,180
6,Unavailable ,Kanakpura Road,1,PrarePa,525,1,1,27
6,Unavailable ,Hosa Road,3,Sosisic,1283.49,3,1,109
2,Ready To Move,JP Nagar,3,u,1452,2,1,41
6,Ready To Move,Choodasandra,3,Aharlve,1254,2,1,65
2,Ready To Move,MS Pallya,5,u,3600,5,0,110
6,Unavailable ,Kanakpura Road,3,Soazak ,1593,3,1,118
6,Ready To Move,ITI Layout,2,Soarkge,1333,2,2,77.27
2,Ready To Move,Herohalli,3,u,1100,3,1,110
6,Ready To Move,Raja Rajeshwari Nagar,3,Lancyey,1375,2,1,54.99
6,Ready To Move,Ardendale,3,Mahtsba,1650,3,3,82
6,Ready To Move,Thanisandra,3,MenueNo,1430,2,2,51.48
2,Ready To Move,Electronic City,2,Pao 3ow,940,2,1,54
6,Ready To Move,Electronic City,1,GMown E,435,1,1,21
6,Ready To Move,Begur Road,2,Dhalsh ,1160,2,2,36.54
6,Unavailable ,Electronic City,3,GMown E,1500,2,1,77.5
6,Ready To Move,Koramangala,3,KHage G,1890,2,1,100
2,Ready To Move,Doopanahalli,2,u,1050,2,1,70
10,Ready To Move,Singasandra,6,u,1200,6,3,220
6,Ready To Move,Haralur Road,2,u,1027,2,2,43
6,Unavailable ,Whitefield,3,BSlasin,1390,0,0,61.28
10,Ready To Move,Seegehalli,3,Stndeil,3000,4,2,235
6,Ready To Move,Tumkur Road,3,Soubya ,1459,2,1,95
6,Unavailable ,Yelahanka,3,Goues A,1711,3,3,85.61
6,Unavailable ,Hoodi,2,GoAirej,1250,2,2,98
6,Unavailable ,Chandapura,1,SunceEs,645,1,1,16.45
10,Ready To Move,Anandapura,2,u,875,2,1,57
2,Unavailable ,Ramamurthy Nagar,2,u,1334,2,1,67
2,Unavailable ,Huskur,2,u,1140,2,1,32.92
6,Ready To Move,Sarjapur  Road,2,u,1115,2,2,50
10,Ready To Move,Amruthahalli,3,u,1200,5,2,200
6,Unavailable ,Rajaji Nagar,3,ProdsWe,1776,3,1,190
6,Ready To Move,Thigalarapalya,3,Prtanha,2072,4,2,160
10,Ready To Move,Kundalahalli,3,Roima A,1600,3,2,170
10,Ready To Move,Lakshmi Layout,6,u,1200,4,2,115
6,Ready To Move,Kengeri Satellite Town,2,Malowr ,920,2,3,39
6,Unavailable ,Chandapura,2,PavesGr,598,2,0,25.29
10,Ready To Move,Nagasandra,4,u,1310,3,3,95
6,Ready To Move,Electronic City,3,Goty  E,1631,3,2,80
6,Unavailable ,Kanakpura Road,1,PrarePa,525,1,1,27.5
2,Ready To Move,Jalahalli,3,Reodsnc,1395,3,3,82
6,Ready To Move,Devi Nagar,3,Krtonwe,2000,3,2,105
6,Unavailable ,Hennur Road,2,Puachal,1232,2,1,66
6,Ready To Move,Virupakshapura,2,u,1075,2,1,55
6,Ready To Move,Gubbalala,2,MauilTr,1205,2,2,70
10,Ready To Move,Muthyala Nagar,4,u,1200,4,2,165
6,Ready To Move,Rajiv Nagar,4,PuoodSk,2340,5,1,129
6,Ready To Move,Rayasandra,3,Amlisai,1179,2,1,55
6,Ready To Move,Kodigehaali,2,Shyas S,1013,2,1,51
6,Ready To Move,Uttarahalli,2,SLnssPr,1160,2,2,40.6
10,Ready To Move,Thyagaraja Nagar,8,u,653400,6,2,290
6,Ready To Move,7th Phase JP Nagar,2,Hiestre,1200,2,2,62.5
